Toyota GR86,baseline_wet,wet
Speed (KPH),-180,-170,-160,-150,-140,-130,-120,-110,-100,-90,-80,-70,-60,-50,-40,-30,-20
0,,,,,,,,,,,,,,,,,
1,1.543784,1.441704,1.355363,1.288583,1.175664,1.099948,1.016608,0.929634,0.856827,0.759525,0.686405,0.566659,0.479004,0.370530,0.320008,0.194116,0.135981
2,3.052564,2.893479,2.698793,2.537587,2.373826,2.186256,2.016290,1.842160,1.680741,1.498561,1.338676,1.161569,0.983722,0.804058,0.635079,0.462080,0.278093
3,4.474303,4.246416,4.032720,3.793681,3.545825,3.271497,3.023905,2.757966,2.507208,2.247897,1.998522,1.731105,1.486830,1.224742,0.973278,0.718216,0.457381
4,5.971742,5.668879,5.357065,5.028456,4.692327,4.346265,4.008323,3.678469,3.335829,2.990564,2.659804,2.310498,1.982383,1.642444,1.293450,0.953743,0.611522
5,7.526941,7.119761,6.701065,6.259334,5.850461,5.430383,5.002302,4.585428,4.156327,3.726995,3.313540,2.884889,2.467959,2.034386,1.603509,1.172192,0.751239
6,8.977152,8.481062,8.041564,7.540327,7.037275,6.521407,5.998508,5.502970,4.983080,4.463821,3.963489,3.449932,2.947080,2.434597,1.930983,1.423782,0.918503
7,10.593944,9.961054,9.365734,8.766054,8.177501,7.588820,6.983414,6.395096,5.793303,5.186152,4.599997,4.004345,3.416721,2.824495,2.239308,1.637536,1.046901
8,12.091407,11.390055,10.705202,10.009135,9.334522,8.657223,7.959686,7.295033,6.609218,5.921774,5.253598,4.570702,3.900144,3.221838,2.544407,1.866983,1.188738
9,13.343643,12.557027,11.969813,11.252188,10.492620,9.730040,8.951029,8.197003,7.425903,6.657500,5.898467,5.131819,4.377372,3.619810,2.852656,2.097316,1.332718
10,14.912676,14.058243,13.223285,12.370645,11.546175,10.718730,9.867462,9.039041,8.198826,7.370652,6.525846,5.666412,4.798441,3.939346,3.109551,2.292738,1.454291
11,16.472603,15.538109,14.601931,13.656669,12.730474,11.800674,10.853276,9.931218,8.997088,8.062283,7.133205,6.203834,5.277024,4.345931,3.424206,2.498516,1.568719
12,17.966587,16.944027,15.917632,14.885611,13.874697,12.844839,11.832043,10.828234,9.804052,8.786316,7.773573,6.758130,5.753405,4.737019,3.726981,2.717232,1.710930
13,19.396780,18.484003,17.265856,16.065151,14.950968,14.030433,12.735916,11.812785,10.526186,9.448790,8.340519,7.250127,6.301486,5.178768,3.976448,2.844663,1.927062
14,21.037754,19.805714,18.635885,17.326618,16.169403,14.969402,13.881651,12.605392,11.510109,10.314576,9.135036,7.948549,6.712470,5.582874,4.410701,3.233132,1.984080
15,22.515186,21.264709,20.002529,18.593525,17.297018,16.085316,14.885211,13.531843,12.306688,11.052052,9.777507,8.515436,7.246596,5.991324,4.691060,3.443639,2.193938
16,23.984402,22.718002,21.358957,19.843809,18.454500,17.208668,15.802627,14.484529,13.072183,11.752679,10.375283,9.052361,7.743997,6.358555,4.950644,3.609773,2.337390
17,25.474342,24.152300,22.636009,21.130825,19.630981,18.311871,16.741024,15.406796,13.840007,12.433527,10.973264,9.516765,8.143398,6.702452,5.229825,3.801347,2.424666
18,26.426636,24.831360,23.574469,22.442341,20.825899,19.383764,17.703072,16.277113,14.647024,13.127252,11.609087,10.080924,8.580105,7.056204,5.558976,4.049113,2.526542
19,28.094040,26.484762,24.880341,23.276316,21.733095,20.000088,18.464067,16.887478,15.356445,13.743629,12.288926,10.600199,9.026645,7.485604,5.969648,4.371300,2.708975
20,29.660952,27.881979,26.252205,24.386230,22.760714,21.067520,19.550503,17.778875,16.258951,14.576955,12.711403,11.061348,9.388524,7.761801,6.107020,4.409000,2.958282
21,31.447340,29.552631,27.795250,25.696260,23.903906,22.183441,20.427523,18.685289,16.895964,15.135737,13.394795,11.582285,9.924466,8.124699,6.324035,4.752012,3.052449
22,32.783062,30.981903,29.010698,26.989321,25.093184,23.258482,21.311253,19.551510,17.625839,15.795651,13.964552,12.140529,10.318635,8.683660,6.855995,5.045631,3.171738
